nro_llamado,titulo,fecha_inicio,fecha_fin,tipo_tarea,tipo_vinculo,tiempo_contrato,descripcion,requisitos,recepcion_postulaciones,recepcion_consultas,telefono_consultas,organismo,comentario_interes
6772/2020,Médico Traumatólogo - Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,06/10/2020,22/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,Ser ciudadano/a Natural ó Legal.Título de Médico Traumatólogo registrado y habilitado por el M.S.P ó Título de Médico General en iguales condiciones cursando Posgrado ó Residencia en Traumatología con Constancia de la Cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18591-Art.2) No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Curriculum Vitae y documentación probatoria foliada (méritos y antecedentes).,"Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204, en el horario de 09 a 12:00 horas desde el día 22 de Setiembre al 6 de Octubre de 2020 inclusive","Los interesados deberán concurrir al Departamento de personal del Centro Departamental de Soriano, sito en Sánchez 204",45322177 int 184,Administración de Servicios de Salud del Estado - Centro Departamental de Soriano,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la Función y Evaluación de desempeño"
6773/2020,SUPLENTE AUX. ENFERMERÍA - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,05/10/2020,21/09/2020,Asistente/Auxiliar,Contratado,SUPLENTE,Ver Bases,"Requisitos: Ser ciudadano/a Natural o Legal. Título de Auxiliar de Enfermería habilitado y registrado en el M.S.P. Haber prestado Juramento de Fidelidad a la Bandera Nacional. Currículum Vitae con documentación probatoria foliado (méritos y antecedentes). No tener antecedentes funcionales negativos, provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).-","Oficina de Recursos Humanos de la Red de Atención Primaria de Rivera, sitio en Dr. Anollés Nº786, en el horario de 8:00 a 12:00hs.","Oficina de Recursos Humanos de la Red de Atención Primaria de Rivera, sitio en Dr. Anollés Nº786, en el horario de 8:00 a 12:00hs.",462 41787,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la función y evaluación de desempeño. Inscripción: Presentar original y fotocopia de: Cédula de Identidad y Credencial Cívica. Título habilitado y Registrado en M.S.P. Curiculum Vitae y documentación probatoria de méritos y antecedentes."
6774/2020,AUXILIAR DE FARMACIA HOSPITALARIA - Universidad de la República - Hospital de Clí­nicas,13/10/2020,24/09/2020,Especializado,Presupuestado,,"Colaborar en las actividades de logística, dispensación y elaboración que forman parte del circuito hospitalario de los medicamentos y otros productos para el cuidado de la salud.","REQUISITOS (original y fotocopia): • Cédula de identidad vigente. • Credencial Cívica o certificado de inscripción en el Registro Cívico Nacional. • Certificado de Auxiliar de Farmacia Hospitalaria expedido por la Facultad de Química de la Universidad de la República, registrado y habilitado por el Ministerio de Salud Pública. • Escolaridad. • En caso de tener relación laboral con la Universidad de la República deberá presentar el formulario “Constancia para Concursos” expedido por el área de Personal. • Otros documentos: ? Relación de antecedentes (Currículum Vitae) ? Documentos probatorios.",https://www.concursos.udelar.edu.uy,Hospital de Clínicas - Sección Concursos,No disponible,Universidad de la República - Hospital de Clí­nicas,Sueldo nominal: $ 30.620 (vigencia 01/01/2020).-
6775/2020,Registros Aspirantes Auxilar Enfermería - Administración de Servicios de Salud del Estado - Red de At.Primaria Area Metropolitana,16/10/2020,28/09/2020,Profesionales,Contratado,18 meses sujeto a evaluación desempeño,Ver bases,"Ser ciudadano/a Natural o Legal.Título de Auxiliar de Enfermería, registrado y habilitado por el M.S.P.Haber prestado juramento de fidelidad a la Bandera Nacional.Curriculum Vitae con documentación probatoria foliado (méritos, antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación)","Oficina de Personal del Red de Atención Primaria del Área Metropolitana, sito en Salvador García Pintos 1143 en el horario de 09:00 a 12:00 horas desde el día 28 de setiembre al. 16 de octubre de 2020 inclusive.-","Oficina de Personal del Red de Atención Primaria del Área Metropolitana, sito en Salvador García Pintos 1143.",22002372 Int. 226,Administración de Servicios de Salud del Estado - Red de At.Primaria Area Metropolitana,"Se valorará, Escolaridad, Capacitación complementaria, Antigüedad en lafunción y evaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica Título registrado y habilitado por el M.S.P.Curriculum vitae y documentación probatoria de méritos y antecedentes."
6776/2020,Registro Aspirantes Lic. Regist. Médicos - Administración de Servicios de Salud del Estado - Red de At.Primaria Area Metropolitana,16/10/2020,28/09/2020,Profesionales,Contratado,18 meses sujeto evaluación desempeño,Ver bases,Ser ciudadano/a Natural ó Legal.Título de Licenciado/a en Registros Médicos registrado y habilitado en el M.S.P. Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquierEntidad Pública y que revistan gravedad (al momento de la contratación).,"Oficina de Personal del Red de Atención Primaria del Área Metropolitana, sito en Salvador García Pintos 1143 en el horario de 09:00 a 12:00 horas desde el día 28 de setiembre al 16 de octubre de 2020 inclusive.-","Oficina de Personal del Red de Atención Primaria del Área Metropolitana, sito en Salvador García Pintos 1143.",22002372 Int. 226,Administración de Servicios de Salud del Estado - Red de At.Primaria Area Metropolitana,"Se valorará, Escolaridad, Capacitación complementaria, Antigüedad en la función y evaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica Título registrado y habilitado por el M.S.P.Curriculum vitae y documentación probatoria de méritos y antecedentes."
6777/2020,Tener título universitario de Arquitecto - Administración Nacional de Educación Pública - Consejo Directivo Central,05/10/2020,17/09/2020,Profesionales con supervisión,,hasta que sume $ 3.000.000 ver pliego,desempeñar funciones de Arquitecto/a Residente en el departamento de Canelones –,"deberá estar inscripto en el Registro Único de Proveedores del Estado (RUPE), conforme a lo dispuesto por los Arts. 46 y 76 del TOCAF7.3 Tener título universitario de Arquitecto habilitante para ejercer la profesión en el territorio nacional7.4 Estar afiliado y en estado Activo en la Caja de Jubilaciones y Pensiones de Profesionales Universitarios del Uruguay7.5 Residencia permanente en el departamento de Canelones acreditado mediante alguna de las siguientes opciones:a) factura reciente (de no más de 60 días corridos previos a la fecha del Acto de Apertura) de UTE, OSE o ANTEL a nombre del titular y coincidente con el domicilio de residencia declaradoób) Certificado Notarial emitido por Escribano Público (de no más de 30 días corridos previos a la fecha del Acto de Apertura)7.6 Contar con menos de 60 (sesenta) años de edad a la fecha de apertura del llamado.",modalidad electrónica en la plataforma web de la Agencia Reguladora de Compras Estatales (ARCE),Area de Gestión y Contralor de Obras hasta el 23 de setiembre de 2020 al correo electrónico contratacionesagyco@gmail.com,29171517/18/19 int. 214 y 253,Administración Nacional de Educación Pública - Consejo Directivo Central,"El plazo del contrato que se celebre con el profesional se extenderá desde la firma del mismo hasta que la suma de las remuneraciones mensuales que devenguen ascienda al monto de $ 3.000.000,00 (pesos uruguayos tres millones) con IVA incluido, excepto comunicación en contrario por parte de ANEP con un pre aviso de 30 (treinta) días mediante notificación escrita a través de los procedimientos de notificación establecidos en el presente Pliego, ó por parte del profesional contratado con un pre aviso de 90 (noventa) días presentado en forma escrita.5.2 Los honorarios que percibirá son los detallados en el Cap. IV del Reglamento de Arquitectos Residentes vigente (Anexo I)5.3 El incumplimiento del plazo de anticipación"
6779/2020,Docente de inicio producción musical - UTEC - Consejo directivo central,12/10/2020,17/09/2020,Docentes,Contratado,Anual,"La carrera de Tecnólogo en Jazz y Música Creativa realiza el llamado de postulantes para el registro docente en el área que se describe a continuación, la cual se brinda en el Instituto Tecnológico Regional Suroeste, en la ciudad de Mercedes, Soriano.",FORMACIÓN ACADÉMICA • Egresados de educación terciaria en el área de demanda o formación equivalente. Para que sea efectiva la postulación deberá estar acompañada con el título y demás constancias que acrediten la formación.,https://utec.edu.uy/capital-humano,capitalhumano@utec.edu.uy,capitalhumano@utec.edu.uy,UTEC - Consejo directivo central,"• Los postulantes deberán inscribirse completando su CV y adjuntando la propuesta de abordaje académico, título y demás constancias que acrediten la formación en la sección Capital Humano de la página web de UTEC en la publicación Ref. TJMC 2/20, hasta el 1/10/2020 a las 00:00 horas"
6782/2020,AMPLIACION MEDICO GRAL EMERGENCIA. - Administración de Servicios de Salud del Estado - Red de At.Primaria de Maldonado,05/10/2020,21/09/2020,Profesionales,Contratado,SUPLENCIAS,VER BASES,Ser ciudadano/a Natural ó Legal.Titulo de Medico General registrado y habilitado por el MSP.Acreditar inscripción vigente en el Colegio Médico del Uruguay ( Ley Nº 18.591-Art 2º).Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No presentar antedecentes funcionales negativos proveniente de cualquier Entidad Publica que revistan gravedad (al momento de la contratación),"Oficina de Recursos Humanos del Red de Atención Primaria de Maldonado, sito en calle Garzón S/N en el horario de 09 a 11 horas","Oficina de Recursos Humanos del Red de Atención Primaria de Maldonado, sito en calle Garzón S/N en el horario de 09 a 11 horas",42238372 INT.211,Administración de Servicios de Salud del Estado - Red de At.Primaria de Maldonado,"Se valorara: Escolaridad, Capacitacion Complementaria, Antiguedad en la Función y Evaluacion de desempeñoExperiencia documentada en Servicio de Emergencia. Inscripción: Presentar original y fotocopia de:Cédula de identidad y Credencial CívicaTitula habilitado y registrado por MSPCurriculum Vitae y documentación probatoria de méritos y antecedentes. Constancia de domicilio."
6783/2020,SUPLENTE AUX. DE SERVICIO PARA VERGARA - Administración de Servicios de Salud del Estado - Red de At.Primaria de Treinta y Tres,05/10/2020,21/09/2020,Operativas de servicio,Contratado,SUPLENCIAS,VER BASES,Ser ciudadano/a Natural ó Legal.Título de Auxiliar de Servicio registrado y habilitado por el M.S.PCurrículum Vítae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Haber prestado Juramento de Fidelidad a la Bandera NacionalResidir en la Localidad,"Los interesados deberán concurrir a la Oficina de Recursos Humanos de la Red de Atención Primaria de Treinta y Tres, sito en Pablo Zufriategui N.º 1362, de lunes a viernes en el horario de 08:00 a 12:00","Los interesados deberán concurrir a la Oficina de Recursos Humanos de la Red de Atención Primaria de Treinta y Tres, sito en Pablo Zufriategui N.º 1362, de lunes a viernes en el horario de 08:00 a 12:00",44523047,Administración de Servicios de Salud del Estado - Red de At.Primaria de Treinta y Tres,"Escolaridad, Capacitación complementaria, Antigüedad en la función y evaluación de desempeño.Al momento de la inscripciónPresentar original y fotocopia de:Cédula de Identidad y Credencial Cívica. Certificado registrado y habilitado en MSP.Curriculum Vitae con documentación probatoria de méritos y antecedentes. Constancia de Domicilio."
6784/2020,AUX. DE SERVICIO PARA VERGARA-REG.ASP - Administración de Servicios de Salud del Estado - Red de At.Primaria de Treinta y Tres,05/10/2020,21/09/2020,Operativas de servicio,Contratado,18 MESES SUJETO A EVALUACION,VER BASES,Ser ciudadano/a Natural ó Legal.Título de Auxiliar de Servicio registrado y habilitado en M.S.P.Currículum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación). Haber prestado juramento de fidelidad a la Bandera Nacional.Residir en la Localidad,"Los interesados deberán concurrir a la Oficina de Recursos Humanos de la Red de Atención Primaria de Treinta y Tres sito en Pablo Zufriategue N.º 1362,de lunes a viernes en el horario de 08:00 A 12:00.","Los interesados deberán concurrir a la Oficina de Recursos Humanos de la Red de Atención Primaria de Treinta y Tres sito en Pablo Zufriategue N.º 1362,de lunes a viernes en el horario de 08:00 A 12:00.",44523047,Administración de Servicios de Salud del Estado - Red de At.Primaria de Treinta y Tres,"Escolaridad, Capacitación complementaria, Antigüedad en la función y evaluación de desempeño.Al momento de inscripciónPresentar original y fotocopia de:Cédula de Identidad y Credencial Cívica. Título registrado y habilitado en MSP.Constancia de DomicilioCurrículum Vitae con Documentación probatoria de méritos y antecedentes."
